Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
keepRight/keepRight_1330547092.avi_image1.png;keepRight
keepRight/keepRight_1330547092.avi_image10.png;keepRight
keepRight/keepRight_1330547092.avi_image11.png;keepRight
keepRight/keepRight_1330547092.avi_image12.png;keepRight
keepRight/keepRight_1330547092.avi_image15.png;keepRight
keepRight/keepRight_1330547092.avi_image16.png;keepRight
keepRight/keepRight_1330547092.avi_image17.png;keepRight
keepRight/keepRight_1330547092.avi_image18.png;keepRight
keepRight/keepRight_1330547092.avi_image19.png;keepRight
keepRight/keepRight_1330547092.avi_image2.png;keepRight
keepRight/keepRight_1330547092.avi_image20.png;keepRight
keepRight/keepRight_1330547092.avi_image21.png;keepRight
keepRight/keepRight_1330547092.avi_image22.png;keepRight
keepRight/keepRight_1330547092.avi_image23.png;keepRight
keepRight/keepRight_1330547092.avi_image24.png;keepRight
keepRight/keepRight_1330547092.avi_image25.png;keepRight
keepRight/keepRight_1330547092.avi_image26.png;keepRight
keepRight/keepRight_1330547092.avi_image27.png;keepRight
keepRight/keepRight_1330547092.avi_image28.png;keepRight
keepRight/keepRight_1330547092.avi_image3.png;keepRight
keepRight/keepRight_1330547092.avi_image4.png;keepRight
keepRight/keepRight_1330547092.avi_image5.png;keepRight
keepRight/keepRight_1330547092.avi_image6.png;keepRight
keepRight/keepRight_1330547092.avi_image7.png;keepRight
keepRight/keepRight_1330547092.avi_image8.png;keepRight
keepRight/keepRight_1330547092.avi_image9.png;keepRight
keepRight/keepRight_1330547284.avi_image0.png;keepRight
keepRight/keepRight_1330547284.avi_image1.png;keepRight
laneEnds/laneEnds_1330547145.avi_image0.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image1.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image10.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image11.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image12.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image13.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image14.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image15.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image16.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image17.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image18.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image19.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image2.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image20.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image21.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image22.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image23.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image24.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image25.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image26.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image27.png;laneEnds
keepRight/laneEnds_1330547145.avi_image28.png;keepRight
keepRight/laneEnds_1330547145.avi_image29.png;keepRight
laneEnds/laneEnds_1330547145.avi_image3.png;laneEnds
keepRight/laneEnds_1330547145.avi_image30.png;keepRight
laneEnds/laneEnds_1330547145.avi_image4.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image5.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image6.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image7.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image8.png;laneEnds
laneEnds/laneEnds_1330547145.avi_image9.png;laneEnds
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image0.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image1.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image10.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image11.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image12.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image13.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image14.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image15.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image16.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image17.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image18.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image19.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image2.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image20.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image21.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image22.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image23.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image24.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image25.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image26.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image27.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image28.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image29.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image3.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image4.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image5.png;pedestrianCrossing
pedestrianCrossing/pedestrianCrossing_1330545944.avi_image6.png;pedestrianCrossing
